filename,width,height,class,xmin,ymin,xmax,ymax
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,466,555,500,600
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,124,397,163,443
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,40,293,71,339
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,283,226,321,264
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,109,216,146,261
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,132,918,174,960
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,313,766,346,805
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,493,866,532,964
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,869,850,913,929
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,980,713,1027,750
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,454,1064,490,1116
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,206,995,245,1103
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,1438,1072,1488,1121
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,1087,1155,1122,1184
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,835,1084,875,1118
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,577,956,619,1010
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,417,808,467,853
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,630,787,675,874
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,911,547,1000,593
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,259,1161,324,1193
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,163,492,198,526
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,83,134,129,176
AI_MS_D8_71917_CA1_IBA1_20x_1.jpg,1600,1200,Microglia,548,587,587,635
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,240,742,282,790
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,421,398,463,432
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,214,95,251,161
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,572,635,608,698
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,445,532,485,571
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,811,168,863,211
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1314,158,1350,203
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1266,269,1295,314
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1164,197,1198,243
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,963,32,1000,74
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1053,350,1090,385
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,940,614,998,653
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,556,442,617,482
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1298,589,1338,622
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1525,653,1583,698
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1322,666,1382,708
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1372,905,1416,969
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1038,1079,1082,1118
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,679,940,722,972
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,406,976,438,1021
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,40,984,80,1051
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,680,295,733,339
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,733,121,793,172
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,592,85,619,127
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,85,50,121,87
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,537,272,614,310
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,521,214,579,251
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,709,472,764,529
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,1251,77,1300,127
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,766,698,806,745
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,303,771,348,827
AS_MS_D8_72417_CA3_IBA1_20x_3.jpg,1600,1200,Microglia,822,926,883,968
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,966,627,1011,676
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,893,440,966,490
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1038,279,1083,326
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1154,37,1198,66
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,287,224,327,266
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,138,363,174,411
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,22,161,64,205
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1537,706,1588,753
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1490,566,1532,618
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1296,643,1346,692
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1324,535,1372,574
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1201,272,1237,311
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,337,972,388,1018
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,322,637,377,674
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,927,1035,972,1093
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,1566,1111,1600,1141
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,688,763,727,819
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,527,448,566,514
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,577,274,621,343
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,692,172,730,216
YS_MS_D8_72417_CA3_IBA1_20x_1.jpg,1600,1200,Microglia,950,76,1006,134
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,977,434,1027,476
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1385,442,1430,500
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,264,437,314,482
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,548,306,592,376
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,792,368,832,419
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1532,571,1571,619
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1432,782,1480,827
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,887,1142,953,1193
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,840,719,882,768
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,219,837,309,877
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1,393,37,460
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1406,256,1477,324
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1537,443,1593,482
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1346,929,1403,984
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1209,1030,1272,1076
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1229,734,1280,774
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1082,459,1121,499
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,846,492,895,540
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,271,164,309,253
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1540,218,1600,297
YS_MS_D8_71917_DG_IBA1_20x_1.jpg,1600,1200,Microglia,1421,1040,1483,1100
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1146,300,1201,355
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,869,87,922,127
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,419,53,467,95
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,303,48,351,95
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,159,63,206,105
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,264,147,306,189
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,172,261,243,305
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,32,195,71,232
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1043,414,1087,455
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1208,468,1251,518
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1063,548,1113,593
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,893,543,948,589
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,759,627,816,703
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,295,755,340,800
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,106,1000,164,1053
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,719,1034,767,1079
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,900,1143,950,1192
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,967,1006,1021,1043
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1193,724,1240,756
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1325,656,1416,703
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1501,510,1553,558
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1467,732,1513,790
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,1177,843,1251,913
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,325,342,390,421
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,519,161,574,193
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,609,284,666,339
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,809,418,879,497
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,416,245,458,306
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,37,1,121,53
AI_MS_D8_71917_CA3_IBA1_20x_5.jpg,1600,1200,Microglia,971,306,1048,350
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,925,763,975,808
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,1390,1010,1442,1068
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,1290,876,1338,926
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,1543,526,1600,566
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,1171,34,1235,74
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,565,198,604,248
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,521,329,580,382
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,204,630,282,693
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,1,701,51,742
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,61,855,109,913
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,475,621,517,664
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,1054,85,1106,129
YS_MS_D8_71917_CA3_IBA1_20x_4.jpg,1600,1200,Microglia,353,1158,392,1197
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,145,160,190,198
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,180,229,225,271
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,321,684,366,729
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,159,1145,200,1179
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,374,1118,403,1156
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,930,866,975,924
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1008,521,1051,600
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1132,150,1172,187
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,604,145,650,190
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1233,1010,1287,1051
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,659,1008,700,1056
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,453,861,492,903
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,527,745,563,798
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,624,693,664,732
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,125,766,169,810
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,495,1122,559,1166
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1269,79,1310,119
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,990,95,1030,135
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,72,522,103,585
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,235,914,288,953
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,861,619,901,676
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,392,968,437,1026
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,190,560,233,601
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,277,51,313,92
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,969,206,1019,239
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1525,234,1567,274
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1230,1,1269,34
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1329,661,1364,706
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,1357,187,1411,225
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,63,871,106,945
AI_MS_D8_72417_CA1_IBA1_20x_4.jpg,1600,1200,Microglia,496,483,537,517
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,1316,769,1351,801
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,1382,556,1430,597
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,1445,230,1479,266
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,1064,455,1095,485
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,842,297,880,335
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,906,298,935,340
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,943,290,975,332
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,648,32,700,74
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,250,18,290,48
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,421,210,461,240
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,593,451,635,493
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,119,456,174,510
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,237,677,274,718
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,95,584,135,618
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,227,493,271,537
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,40,355,67,426
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,348,98,388,135
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,374,55,411,85
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,364,1135,417,1193
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,442,1145,495,1200
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,669,1137,724,1174
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,306,942,358,980
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,222,1027,277,1061
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,187,1163,225,1200
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,904,447,937,480
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,1419,1032,1463,1087
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,1472,739,1524,772
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,1483,416,1535,456
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,513,911,556,953
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,893,1119,954,1164
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,446,326,488,364
YS_MS_D8_72417_DG_IBA1_20x_2.jpg,1600,1200,Microglia,504,210,543,247
YI_MS_D8_71917_CA3_IBA1_20x_6.jpg,1600,1200,Microglia,416,750,454,801
YI_MS_D8_71917_CA3_IBA1_20x_6.jpg,1600,1200,Microglia,366,835,421,889
YI_MS_D8_71917_CA3_IBA1_20x_6.jpg,1600,1200,Microglia,116,132,145,179
YI_MS_D8_71917_CA3_IBA1_20x_6.jpg,1600,1200,Microglia,795,234,853,297
YI_MS_D8_71917_CA3_IBA1_20x_6.jpg,1600,1200,Microglia,895,335,945,377
YI_MS_D8_71917_CA3_IBA1_20x_6.jpg,1600,1200,Microglia,1445,243,1513,287
YI_MS_D8_71917_CA3_IBA1_20x_6.jpg,1600,1200,Microglia,1375,116,1425,172
